0.0,"(-5.214838551243582, 19.096435338523378, 6.214366129397376)",0
0.04,"(-4.84499810009779, 19.41590535195743, 6.040182218653155)",0
0.08,"(-4.475187884221099, 19.735411349417113, 5.865975935056412)",0
0.12,"(-4.10514462230693, 20.054639990834165, 5.691942095918824)",0
0.16,"(-3.7346050330487013, 20.373277936140326, 5.518275518552072)",0
0.2,"(-3.3633058351398337, 20.691011845267337, 5.345171020267838)",0
0.24,"(-2.990983747273748, 21.007528378146933, 5.1728234183778)",0
0.28,"(-2.6173754881438622, 21.32251419471086, 5.001427530193638)",0
0.32,"(-2.242217776443599, 21.635655954890844, 4.831178173027033)",0
0.36,"(-1.865247330866377, 21.946640318618634, 4.662270164189665)",0
0.4,"(-1.4862008701056149, 22.255153945825963, 4.4948983209932125)",0
0.44,"(-1.1048151128547332, 22.56088349644458, 4.329257460749354)",0
0.48,"(-0.720826777807154, 22.863515630406212, 4.165542400769775)",0
0.52,"(-0.333972583656296, 23.162737007642605, 4.00394795836615)",0
0.56,"(0.05601075090442298, 23.4582342880855, 3.8446689508501604)",0
0.6,"(0.449386507181579, 23.74969413166663, 3.687900195533487)",0
0.64,"(0.8464179664817543, 24.036803198317735, 3.5338365097278093)",0
0.68,"(1.2473684101115285, 24.31924814797055, 3.3826727107448074)",0
0.72,"(1.6525011193774837, 24.596715640556827, 3.23460361589616)",0
0.76,"(2.0620793755861984, 24.868892336008294, 3.0898240424935492)",0
0.8,"(2.47636646004425, 25.135464894256696, 2.9485288078486525)",0
0.84,"(2.895625654058221, 25.39611997523377, 2.8109127292731526)",0
0.88,"(3.320120238934691, 25.650544238871248, 2.677170624078726)",0
0.92,"(3.750113495980242, 25.89842434510088, 2.547497309577055)",0
0.96,"(4.191644065584598, 26.134672357451503, 2.4216678426451925)",0
1.0,"(4.659300540117426, 26.347359617235114, 2.298326736017791)",0
1.04,"(5.143809057046317, 26.54454591857069, 2.17726941028431)",0
1.08,"(5.6340756010050645, 26.73580567042217, 2.058401527234526)",0
1.12,"(6.119006156627465, 26.930713281753476, 1.9416287486582182)",0
1.16,"(6.587506708547322, 27.138843161528545, 1.8268567363451602)",0
1.2,"(7.028483241398429, 27.369769718711307, 1.7139911520851303)",0
1.24,"(7.43084173981458, 27.63306736226569, 1.6029376576679046)",0
1.28,"(7.783488188429577, 27.938310501155634, 1.4936019148832602)",0
1.32,"(8.074265511291586, 28.29757158793466, 1.3743604357716228)",0
1.36,"(8.303487585582044, 28.712114771608974, 1.2340278658005257)",0
1.4000000000000001,"(8.480845565281296, 29.1726447384967, 1.07947660593)",0
1.44,"(8.616058343760034, 29.669830404098324, 0.9176655230501797)",0
1.48,"(8.718844814388966, 30.19434068391434, 0.7555534840511959)",0
1.52,"(8.798923870538783, 30.736844493445233, 0.6000993558231829)",0
1.56,"(8.866014405580186, 31.288010748191507, 0.4582620052562738)",0
