0.0,"(10.0, 10.0, 10.0)",0
0.04,"(10.0, 10.0, 10.0)",0
0.08,"(10.0, 10.0, 10.0)",0
0.12,"(10.0, 10.0, 10.0)",0
0.16,"(10.0, 10.0, 10.0)",0
0.2,"(10.0, 10.0, 10.0)",0
0.24,"(10.0, 10.0, 10.0)",0
0.28,"(10.0, 10.0, 10.0)",0
0.32,"(10.0, 10.0, 10.0)",0
0.36,"(10.0, 10.0, 10.0)",0
0.4,"(10.0, 10.0, 10.0)",0
0.44,"(10.0, 10.0, 10.0)",0
0.48,"(10.0, 10.0, 10.0)",0
0.52,"(10.0, 10.0, 10.0)",0
0.56,"(10.0, 10.0, 10.0)",0
0.6,"(10.0, 10.0, 10.0)",0
0.64,"(10.0, 10.0, 10.0)",0
0.68,"(10.0, 10.0, 10.0)",0
0.72,"(10.0, 10.0, 10.0)",0
0.76,"(10.0, 10.0, 10.0)",0
0.8,"(10.0, 10.0, 10.0)",0
0.84,"(10.0, 10.0, 10.0)",0
0.88,"(10.0, 10.0, 10.0)",0
0.92,"(10.0, 10.0, 10.0)",0
0.96,"(10.0, 10.0, 10.0)",0
1.0,"(10.0, 10.0, 10.0)",0
1.04,"(10.0, 10.0, 10.0)",0
1.08,"(10.0, 10.0, 10.0)",0
1.12,"(10.0, 10.0, 10.0)",0
1.16,"(10.0, 10.0, 10.0)",0
1.2,"(10.0, 10.0, 10.0)",0
1.24,"(10.0, 10.0, 10.0)",0
1.28,"(10.0, 10.0, 10.0)",0
1.32,"(10.0, 10.0, 10.0)",0
1.36,"(10.0, 10.0, 10.0)",0
1.4000000000000001,"(10.0, 10.0, 10.0)",0
1.44,"(10.0, 10.0, 10.0)",0
1.48,"(10.0, 10.0, 10.0)",0
1.52,"(10.0, 10.0, 10.0)",0
1.56,"(10.0, 10.0, 10.0)",0
1.6,"(10.0, 10.0, 10.0)",0
1.6400000000000001,"(10.0, 10.0, 10.0)",0
1.68,"(10.0, 10.0, 10.0)",0
1.72,"(10.0, 10.0, 10.0)",0
1.76,"(10.0, 10.0, 10.0)",0
1.8,"(10.0, 10.0, 10.0)",0
1.84,"(10.0, 10.0, 10.0)",0
1.8800000000000001,"(10.0, 10.0, 10.0)",0
1.92,"(10.0, 10.0, 10.0)",0
1.96,"(10.0, 10.0, 10.0)",0
2.0,"(10.0, 10.0, 10.0)",0
2.04,"(10.0, 10.0, 10.0)",0
2.08,"(10.0, 10.0, 10.0)",0
2.12,"(10.0, 10.0, 10.0)",0
2.16,"(10.0, 10.0, 10.0)",0
2.2,"(10.0, 10.0, 10.0)",0
2.24,"(10.0, 10.0, 10.0)",0
2.2800000000000002,"(10.0, 10.0, 10.0)",0
2.32,"(10.0, 10.0, 10.0)",0
2.36,"(10.0, 10.0, 10.0)",0
2.4,"(10.0, 10.0, 10.0)",0
2.44,"(10.0, 10.0, 10.0)",0
2.48,"(10.0, 10.0, 10.0)",0
2.52,"(10.0, 10.0, 10.0)",0
2.56,"(10.0, 10.0, 10.0)",0
2.6,"(10.0, 10.0, 10.0)",0
2.64,"(10.0, 10.0, 10.0)",0
2.68,"(10.0, 10.0, 10.0)",0
2.72,"(10.0, 10.0, 10.0)",0
2.7600000000000002,"(10.0, 10.0, 10.0)",0
2.8000000000000003,"(10.0, 10.0, 10.0)",0
2.84,"(10.0, 10.0, 10.0)",0
2.88,"(10.0, 10.0, 10.0)",0
2.92,"(10.0, 10.0, 10.0)",0
2.96,"(10.0, 10.0, 10.0)",0
3.0,"(10.0, 10.0, 10.0)",0
3.04,"(10.0, 10.0, 10.0)",0
3.08,"(10.0, 10.0, 10.0)",0
3.12,"(10.0, 10.0, 10.0)",0
3.16,"(10.0, 10.0, 10.0)",0
3.2,"(10.0, 10.0, 10.0)",0
3.24,"(10.0, 10.0, 10.0)",0
3.2800000000000002,"(10.0, 10.0, 10.0)",0
3.3200000000000003,"(10.0, 10.0, 10.0)",0
3.36,"(10.0, 10.0, 10.0)",0
3.4,"(10.0, 10.0, 10.0)",0
3.44,"(10.0, 10.0, 10.0)",0
3.48,"(10.0, 10.0, 10.0)",0
3.52,"(10.0, 10.0, 10.0)",0
3.56,"(10.0, 10.0, 10.0)",0
3.6,"(10.0, 10.0, 10.0)",0
3.64,"(10.0, 10.0, 10.0)",0
3.68,"(10.0, 10.0, 10.0)",0
3.72,"(10.0, 10.0, 10.0)",0
3.7600000000000002,"(10.0, 10.0, 10.0)",0
3.8000000000000003,"(10.0, 10.0, 10.0)",0
3.84,"(10.0, 10.0, 10.0)",0
3.88,"(10.0, 10.0, 10.0)",0
3.92,"(10.0, 10.0, 10.0)",0
3.96,"(10.0, 10.0, 10.0)",0
4.0,"(10.0, 10.0, 10.0)",0
4.04,"(10.0, 10.0, 10.0)",0
4.08,"(10.0, 10.0, 10.0)",0
4.12,"(10.0, 10.0, 10.0)",0
4.16,"(10.0, 10.0, 10.0)",0
4.2,"(10.0, 10.0, 10.0)",0
4.24,"(10.0, 10.0, 10.0)",0
4.28,"(10.0, 10.0, 10.0)",0
4.32,"(10.0, 10.0, 10.0)",0
4.36,"(10.0, 10.0, 10.0)",0
4.4,"(10.0, 10.0, 10.0)",0
4.44,"(10.0, 10.0, 10.0)",0
4.48,"(10.0, 10.0, 10.0)",0
4.5200000000000005,"(10.0, 10.0, 10.0)",0
4.5600000000000005,"(10.0, 10.0, 10.0)",0
4.6000000000000005,"(10.0, 10.0, 10.0)",0
4.64,"(10.0, 10.0, 10.0)",0
4.68,"(10.0, 10.0, 10.0)",0
4.72,"(10.0, 10.0, 10.0)",0
4.76,"(10.0, 10.0, 10.0)",0
4.8,"(10.0, 10.0, 10.0)",0
4.84,"(10.0, 10.0, 10.0)",0
4.88,"(10.0, 10.0, 10.0)",0
4.92,"(10.0, 10.0, 10.0)",0
4.96,"(10.0, 10.0, 10.0)",0
5.0,"(10.0, 10.0, 10.0)",0
5.04,"(10.0, 10.0, 10.0)",0
5.08,"(10.0, 10.0, 10.0)",0
5.12,"(10.0, 10.0, 10.0)",0
5.16,"(10.0, 10.0, 10.0)",0
5.2,"(10.0, 10.0, 10.0)",0
5.24,"(10.0, 10.0, 10.0)",0
5.28,"(10.0, 10.0, 10.0)",0
5.32,"(10.0, 10.0, 10.0)",0
5.36,"(10.0, 10.0, 10.0)",0
5.4,"(10.0, 10.0, 10.0)",0
5.44,"(10.0, 10.0, 10.0)",0
5.48,"(10.0, 10.0, 10.0)",0
5.5200000000000005,"(10.0, 10.0, 10.0)",0
5.5600000000000005,"(10.0, 10.0, 10.0)",0
5.6000000000000005,"(10.0, 10.0, 10.0)",0
5.64,"(10.0, 10.0, 10.0)",0
5.68,"(10.0, 10.0, 10.0)",0
5.72,"(10.0, 10.0, 10.0)",0
5.76,"(10.0, 10.0, 10.0)",0
5.8,"(10.0, 10.0, 10.0)",0
5.84,"(10.0, 10.0, 10.0)",0
5.88,"(10.0, 10.0, 10.0)",0
5.92,"(10.0, 10.0, 10.0)",0
5.96,"(10.0, 10.0, 10.0)",0
6.0,"(10.0, 10.0, 10.0)",0
6.04,"(10.0, 10.0, 10.0)",0
6.08,"(10.0, 10.0, 10.0)",0
6.12,"(10.0, 10.0, 10.0)",0
6.16,"(10.0, 10.0, 10.0)",0
6.2,"(10.0, 10.0, 10.0)",0
6.24,"(10.0, 10.0, 10.0)",0
6.28,"(10.0, 10.0, 10.0)",0
6.32,"(10.0, 10.0, 10.0)",0
6.36,"(10.0, 10.0, 10.0)",0
6.4,"(10.0, 10.0, 10.0)",0
6.44,"(10.0, 10.0, 10.0)",0
6.48,"(10.0, 10.0, 10.0)",0
6.5200000000000005,"(10.0, 10.0, 10.0)",0
6.5600000000000005,"(10.0, 10.0, 10.0)",0
6.6000000000000005,"(10.0, 10.0, 10.0)",0
6.640000000000001,"(10.0, 10.0, 10.0)",0
6.68,"(10.0, 10.0, 10.0)",0
6.72,"(10.0, 10.0, 10.0)",0
6.76,"(10.0, 10.0, 10.0)",0
6.8,"(10.0, 10.0, 10.0)",0
6.84,"(10.0, 10.0, 10.0)",0
6.88,"(10.0, 10.0, 10.0)",0
6.92,"(10.0, 10.0, 10.0)",0
6.96,"(10.0, 10.0, 10.0)",0
7.0,"(10.0, 10.0, 10.0)",0
7.04,"(10.0, 10.0, 10.0)",0
7.08,"(10.0, 10.0, 10.0)",0
7.12,"(10.0, 10.0, 10.0)",0
7.16,"(10.0, 10.0, 10.0)",0
7.2,"(10.0, 10.0, 10.0)",0
7.24,"(10.0, 10.0, 10.0)",0
7.28,"(10.0, 10.0, 10.0)",0
7.32,"(10.0, 10.0, 10.0)",0
7.36,"(10.0, 10.0, 10.0)",0
7.4,"(10.0, 10.0, 10.0)",0
